X_distance_m,Y_altitude_m
0.0,
0.5,
1.001,
1.501,
2.002,
2.502,
3.003,
3.503,
4.004,
4.504,
5.005,
5.505,
6.006,
6.506,
7.007,
7.507,
8.008,
8.508,
9.009,
9.509,
10.01,
10.51,
11.011,
11.511,
12.012,
12.512,
13.013,
13.513,
14.014,
14.514,
15.015,
15.515,
16.016,
16.516,
17.017,
17.517,
18.018,
18.518,
19.019,
19.519,
20.02,
20.52,
21.021,
21.521,
22.022,
22.522,
23.023,
23.523,
24.024,
24.524,
25.025,
25.525,
26.026,
26.526,
27.027,
27.527,
28.028,
28.528,
29.029,
29.529,
30.03,
30.53,
31.031,
31.531,
32.032,
32.532,
33.033,
33.533,
34.034,
34.534,
35.034,
35.535,
36.035,
36.536,
37.036,
37.537,
38.037,
38.538,
39.038,
39.539,
40.039,
40.54,
41.04,
41.541,
42.041,
42.542,
43.042,
43.543,
44.043,
44.544,
45.044,
45.545,
46.045,
46.546,
47.046,
47.547,
48.047,
48.548,
49.048,
49.549,
50.049,
50.55,
51.05,
51.551,
52.051,
52.552,
53.052,
53.553,
54.053,
54.554,
55.054,
55.555,
56.055,
56.556,
57.056,
57.557,
58.057,
58.558,
59.058,
59.559,
60.059,
60.56,
61.06,
61.561,
62.061,
62.562,
63.062,
63.563,
64.063,
64.564,
65.064,
65.565,
66.065,
66.566,
67.066,
67.567,
68.067,
68.567,
69.068,
69.568,
70.069,
70.569,
71.07,
71.57,
72.071,
72.571,
73.072,
73.572,
74.073,
74.573,
75.074,
75.574,
76.075,
76.575,
77.076,
77.576,
78.077,
78.577,
79.078,
79.578,
80.079,
80.579,
81.08,
81.58,
82.081,
82.581,
83.082,
83.582,
84.083,
84.583,
85.084,
85.584,
86.085,
86.585,
87.086,
87.586,
88.087,
88.587,
89.088,
89.588,
90.089,
90.589,
91.09,
91.59,
92.091,
92.591,
93.092,
93.592,
94.093,
94.593,
95.094,
95.594,
96.095,
96.595,
97.096,
97.596,
98.097,
98.597,
99.098,
99.598,
100.099,
100.599,
101.1,
101.6,
102.101,
102.601,
103.101,
103.602,
104.102,
104.603,
105.103,
105.604,
106.104,
106.605,
107.105,
107.606,
108.106,
108.607,
109.107,
109.608,
110.108,
110.609,
111.109,
111.61,
112.11,
112.611,
113.111,
113.612,
114.112,
114.613,
115.113,
115.614,
116.114,
116.615,
117.115,
117.616,
118.116,
118.617,
119.117,
119.618,
120.118,
120.619,
121.119,
121.62,
122.12,
122.621,
123.121,
123.622,
124.122,
124.623,
125.123,
125.624,
126.124,
126.625,
127.125,
127.626,
128.126,
128.627,
129.127,
129.628,
130.128,
130.629,
131.129,
131.63,
132.13,
132.631,
133.131,
133.632,
134.132,
134.633,
135.133,
135.634,
136.134,
136.635,
137.135,
137.635,
138.136,
138.636,
139.137,
139.637,
140.138,
140.638,
141.139,
141.639,
142.14,
142.64,
143.141,
143.641,
144.142,
144.642,
145.143,
145.643,
146.144,
146.644,
147.145,
147.645,
148.146,
148.646,
149.147,
149.647,
150.148,
150.648,
151.149,
151.649,
152.15,
152.65,
153.151,
153.651,
154.152,
154.652,
155.153,
155.653,
156.154,
156.654,
157.155,
157.655,
158.156,
158.656,
159.157,
159.657,
160.158,
160.658,
161.159,
161.659,
162.16,
162.66,
163.161,
163.661,
164.162,
164.662,
165.163,
165.663,
166.164,
166.664,
167.165,
167.665,
168.166,
168.666,
169.167,
169.667,
170.168,
170.668,
171.169,
171.669,
172.169,
172.67,
173.17,
173.671,
174.171,
174.672,
175.172,
175.673,
176.173,
176.674,
177.174,
177.675,
178.175,
178.676,
179.176,
179.677,
180.177,
180.678,
